,Row,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
326206,326206,IM0031248,27.01.2014 11:22,Open,TEAM0018,27.01.2014 11:24,2014-01-27
326207,326207,IM0031248,27.01.2014 11:24,Caused By CI,TEAM0018,27.01.2014 11:24,2014-01-27
326208,326208,IM0031248,27.01.2014 11:24,Closed,TEAM0018,27.01.2014 11:34,2014-01-27
326234,326234,IM0031251,27.01.2014 11:31,Open,TEAM0008,27.01.2014 11:51,2014-01-27
326235,326235,IM0031251,27.01.2014 11:51,Assignment,TEAM0086,27.01.2014 11:51,2014-01-27
326236,326236,IM0031251,27.01.2014 11:51,Status Change,TEAM0086,27.01.2014 11:51,2014-01-27
326237,326237,IM0031251,27.01.2014 11:51,Pending vendor,TEAM0086,27.01.2014 16:03,2014-01-27
326238,326238,IM0031251,27.01.2014 16:03,Update,TEAM0086,27.01.2014 16:03,2014-01-27
326239,326239,IM0031251,27.01.2014 16:03,Status Change,TEAM0086,28.01.2014 13:59,2014-01-27
326240,326240,IM0031251,28.01.2014 13:59,Closed,TEAM0086,28.01.2014 14:09,2014-01-28
326329,326329,IM0031261,27.01.2014 11:56,Open,TEAM0008,27.01.2014 13:10,2014-01-27
326330,326330,IM0031261,27.01.2014 13:10,Assignment,TEAM0039,27.01.2014 13:12,2014-01-27
326331,326331,IM0031261,27.01.2014 13:12,Closed,TEAM0039,27.01.2014 13:22,2014-01-27
326352,326352,IM0031266,27.01.2014 12:12,Open,TEAM0008,27.01.2014 13:21,2014-01-27
326353,326353,IM0031266,27.01.2014 13:21,Operator Update,TEAM0008,27.01.2014 13:21,2014-01-27
326354,326354,IM0031266,27.01.2014 13:21,Impact Change,TEAM0008,27.01.2014 13:21,2014-01-27
326355,326355,IM0031266,27.01.2014 13:21,Urgency Change,TEAM0008,27.01.2014 15:12,2014-01-27
326356,326356,IM0031266,27.01.2014 15:12,Status Change,TEAM0186,27.01.2014 15:12,2014-01-27
326357,326357,IM0031266,27.01.2014 15:12,Assignment,TEAM0186,27.01.2014 16:10,2014-01-27
326358,326358,IM0031266,27.01.2014 16:10,Status Change,TEAM0186,27.01.2014 16:10,2014-01-27
326359,326359,IM0031266,27.01.2014 16:10,Communication with customer,TEAM0186,29.01.2014 21:54,2014-01-27
326360,326360,IM0031266,29.01.2014 21:54,Closed,TEAM0186,29.01.2014 21:54,2014-01-29
326361,326361,IM0031266,29.01.2014 21:54,Caused By CI,TEAM0186,29.01.2014 22:04,2014-01-29
326371,326371,IM0031269,27.01.2014 12:26,Open,TEAM0018,27.01.2014 13:21,2014-01-27
326372,326372,IM0031269,27.01.2014 13:21,Update,TEAM0018,27.01.2014 13:21,2014-01-27
326373,326373,IM0031269,27.01.2014 13:21,Reassignment,TEAM0018,27.01.2014 13:55,2014-01-27
326374,326374,IM0031269,27.01.2014 13:55,Update,TEAM0019,27.01.2014 13:55,2014-01-27
326375,326375,IM0031269,27.01.2014 13:55,Reassignment,TEAM0019,27.01.2014 14:58,2014-01-27
326376,326376,IM0031269,27.01.2014 14:58,Caused By CI,TEAM0018,27.01.2014 14:58,2014-01-27
326377,326377,IM0031269,27.01.2014 14:58,Closed,TEAM0018,27.01.2014 15:08,2014-01-27
326436,326436,IM0031279,27.01.2014 10:45,Open,TEAM0008,27.01.2014 11:53,2014-01-27
326437,326437,IM0031279,27.01.2014 11:53,Assignment,TEAM0039,27.01.2014 11:53,2014-01-27
326438,326438,IM0031279,27.01.2014 11:53,Status Change,TEAM0039,27.01.2014 15:05,2014-01-27
326439,326439,IM0031279,27.01.2014 15:05,Operator Update,TEAM0039,27.01.2014 15:05,2014-01-27
326440,326440,IM0031279,27.01.2014 15:05,Status Change,TEAM0039,28.01.2014 13:47,2014-01-27
326441,326441,IM0031279,28.01.2014 13:47,Assignment,TEAM0039,28.01.2014 13:47,2014-01-28
326442,326442,IM0031279,28.01.2014 13:47,Operator Update,TEAM0039,28.01.2014 13:47,2014-01-28
326443,326443,IM0031279,28.01.2014 13:47,Status Change,TEAM0039,28.01.2014 13:58,2014-01-28
326444,326444,IM0031279,28.01.2014 13:58,Closed,TEAM0191,28.01.2014 13:58,2014-01-28
326445,326445,IM0031279,28.01.2014 13:58,Caused By CI,TEAM0191,28.01.2014 14:08,2014-01-28
326451,326451,IM0031281,27.01.2014 10:51,Open,TEAM0008,27.01.2014 11:11,2014-01-27
326452,326452,IM0031281,27.01.2014 11:11,Assignment,TEAM0192,27.01.2014 11:11,2014-01-27
326453,326453,IM0031281,27.01.2014 11:11,Status Change,TEAM0192,27.01.2014 11:24,2014-01-27
326454,326454,IM0031281,27.01.2014 11:24,Closed,TEAM0192,27.01.2014 11:24,2014-01-27
326455,326455,IM0031281,27.01.2014 11:24,Caused By CI,TEAM0192,27.01.2014 11:34,2014-01-27
326456,326456,IM0031282,27.01.2014 10:56,Open,TEAM0056,27.01.2014 11:18,2014-01-27
326457,326457,IM0031282,27.01.2014 11:18,Reassignment,TEAM0056,27.01.2014 11:18,2014-01-27
326458,326458,IM0031282,27.01.2014 11:18,Description Update,TEAM0056,27.01.2014 11:35,2014-01-27
326459,326459,IM0031282,27.01.2014 11:35,Reassignment,TEAM0056,27.01.2014 13:21,2014-01-27
326460,326460,IM0031282,27.01.2014 13:21,Assignment,TEAM0171,27.01.2014 14:52,2014-01-27
326461,326461,IM0031282,27.01.2014 14:52,Operator Update,TEAM0171,27.01.2014 14:52,2014-01-27
326462,326462,IM0031282,27.01.2014 14:52,Reassignment,TEAM0171,27.01.2014 14:52,2014-01-27
326463,326463,IM0031282,27.01.2014 14:52,Assignment,TEAM0171,27.01.2014 16:24,2014-01-27
326464,326464,IM0031282,27.01.2014 16:24,Update,TEAM0056,28.01.2014 08:06,2014-01-27
326465,326465,IM0031282,28.01.2014 08:06,Status Change,TEAM0171,28.01.2014 12:35,2014-01-28
326466,326466,IM0031282,28.01.2014 12:35,Update,TEAM0171,28.01.2014 12:35,2014-01-28
326467,326467,IM0031282,28.01.2014 12:35,Reassignment,TEAM0171,28.01.2014 12:35,2014-01-28
326468,326468,IM0031282,28.01.2014 12:35,Assignment,TEAM0171,28.01.2014 13:13,2014-01-28
326469,326469,IM0031282,28.01.2014 13:13,Assignment,TEAM0058,29.01.2014 17:02,2014-01-28
326470,326470,IM0031282,29.01.2014 17:02,Operator Update,TEAM0058,29.01.2014 17:02,2014-01-29
326471,326471,IM0031282,29.01.2014 17:02,Assignment,TEAM0058,29.01.2014 17:02,2014-01-29
326472,326472,IM0031282,29.01.2014 17:02,Reassignment,TEAM0058,29.01.2014 17:08,2014-01-29
326473,326473,IM0031282,29.01.2014 17:08,Update,TEAM0056,29.01.2014 17:11,2014-01-29
326474,326474,IM0031282,29.01.2014 17:11,Caused By CI,TEAM0056,29.01.2014 17:11,2014-01-29
326475,326475,IM0031282,29.01.2014 17:11,Closed,TEAM0056,29.01.2014 17:21,2014-01-29
326476,326476,IM0031283,27.01.2014 11:01,Open,TEAM0008,27.01.2014 15:02,2014-01-27
326477,326477,IM0031283,27.01.2014 15:02,Assignment,TEAM0197,27.01.2014 15:13,2014-01-27
326478,326478,IM0031283,27.01.2014 15:13,Operator Update,TEAM0197,27.01.2014 15:29,2014-01-27
326479,326479,IM0031283,27.01.2014 15:29,Operator Update,TEAM0197,27.01.2014 15:29,2014-01-27
326480,326480,IM0031283,27.01.2014 15:29,Closed,TEAM0197,27.01.2014 15:39,2014-01-27
326500,326500,IM0031288,27.01.2014 11:14,Open,TEAM0008,27.01.2014 11:41,2014-01-27
326501,326501,IM0031288,27.01.2014 11:41,Assignment,TEAM0007,29.01.2014 10:55,2014-01-27
326502,326502,IM0031288,29.01.2014 10:55,Caused By CI,TEAM0007,29.01.2014 10:55,2014-01-29
326503,326503,IM0031288,29.01.2014 10:55,Closed,TEAM0007,29.01.2014 11:05,2014-01-29
326504,326504,IM0031289,27.01.2014 11:16,Open,TEAM0008,27.01.2014 11:36,2014-01-27
326505,326505,IM0031289,27.01.2014 11:36,Assignment,TEAM0132,27.01.2014 11:42,2014-01-27
326506,326506,IM0031289,27.01.2014 11:42,Operator Update,TEAM0132,27.01.2014 11:51,2014-01-27
326507,326507,IM0031289,27.01.2014 11:51,Caused By CI,TEAM0132,27.01.2014 11:51,2014-01-27
326508,326508,IM0031289,27.01.2014 11:51,Closed,TEAM0132,27.01.2014 12:01,2014-01-27
326549,326549,IM0031292,27.01.2014 11:34,Open,TEAM0008,27.01.2014 14:05,2014-01-27
326550,326550,IM0031292,27.01.2014 14:05,Assignment,TEAM0039,27.01.2014 15:27,2014-01-27
326551,326551,IM0031292,27.01.2014 15:27,Caused By CI,TEAM0191,27.01.2014 15:27,2014-01-27
326552,326552,IM0031292,27.01.2014 15:27,Closed,TEAM0191,27.01.2014 15:37,2014-01-27
326558,326558,IM0031294,27.01.2014 11:41,Open,TEAM0008,27.01.2014 13:00,2014-01-27
326559,326559,IM0031294,27.01.2014 13:00,Assignment,TEAM0007,28.01.2014 09:23,2014-01-27
326560,326560,IM0031294,28.01.2014 09:23,Status Change,TEAM0007,30.01.2014 11:19,2014-01-28
326561,326561,IM0031294,30.01.2014 11:19,Caused By CI,TEAM0007,30.01.2014 11:19,2014-01-30
326562,326562,IM0031294,30.01.2014 11:19,Closed,TEAM0007,30.01.2014 11:19,2014-01-30
326563,326563,IM0031294,30.01.2014 11:19,Quality Indicator Fixed,TEAM0007,30.01.2014 11:29,2014-01-30
326564,326564,IM0031295,27.01.2014 11:45,Open,TEAM0008,27.01.2014 11:46,2014-01-27
326565,326565,IM0031295,27.01.2014 11:46,Operator Update,TEAM0008,27.01.2014 13:12,2014-01-27
326566,326566,IM0031295,27.01.2014 13:12,Assignment,TEAM0039,27.01.2014 13:14,2014-01-27
326567,326567,IM0031295,27.01.2014 13:14,Closed,TEAM0039,27.01.2014 13:24,2014-01-27
326571,326571,IM0031297,27.01.2014 11:49,Open,TEAM0008,27.01.2014 12:49,2014-01-27
326572,326572,IM0031297,27.01.2014 12:49,Assignment,TEAM0039,27.01.2014 12:51,2014-01-27
326573,326573,IM0031297,27.01.2014 12:51,Closed,TEAM0039,27.01.2014 13:01,2014-01-27
326574,326574,IM0031298,27.01.2014 11:49,Open,TEAM0008,27.01.2014 12:58,2014-01-27
326575,326575,IM0031298,27.01.2014 12:58,Caused By CI,TEAM0039,27.01.2014 12:58,2014-01-27
326576,326576,IM0031298,27.01.2014 12:58,Closed,TEAM0039,27.01.2014 13:08,2014-01-27
326603,326603,IM0031302,27.01.2014 11:52,Open,TEAM0008,27.01.2014 12:47,2014-01-27
326604,326604,IM0031302,27.01.2014 12:47,Status Change,TEAM0039,27.01.2014 12:47,2014-01-27
326605,326605,IM0031302,27.01.2014 12:47,Assignment,TEAM0039,27.01.2014 12:48,2014-01-27
326606,326606,IM0031302,27.01.2014 12:48,Closed,TEAM0039,27.01.2014 12:48,2014-01-27
326607,326607,IM0031302,27.01.2014 12:48,Caused By CI,TEAM0039,27.01.2014 12:58,2014-01-27
326612,326612,IM0031304,27.01.2014 12:13,Open,TEAM0008,27.01.2014 13:37,2014-01-27
326613,326613,IM0031304,27.01.2014 13:37,Quality Indicator Fixed,TEAM0039,27.01.2014 13:37,2014-01-27
326614,326614,IM0031304,27.01.2014 13:37,Caused By CI,TEAM0039,27.01.2014 13:37,2014-01-27
326615,326615,IM0031304,27.01.2014 13:37,Closed,TEAM0039,27.01.2014 13:47,2014-01-27
326711,326711,IM0031312,27.01.2014 11:32,Open,TEAM0008,27.01.2014 14:11,2014-01-27
326712,326712,IM0031312,27.01.2014 14:11,Assignment,TEAM0208,27.01.2014 14:11,2014-01-27
326713,326713,IM0031312,27.01.2014 14:11,Operator Update,TEAM0208,27.01.2014 14:17,2014-01-27
326714,326714,IM0031312,27.01.2014 14:17,Operator Update,TEAM0208,27.01.2014 14:17,2014-01-27
326715,326715,IM0031312,27.01.2014 14:17,Status Change,TEAM0208,27.01.2014 14:29,2014-01-27
326716,326716,IM0031312,27.01.2014 14:29,Operator Update,TEAM0208,28.01.2014 14:26,2014-01-27
326717,326717,IM0031312,28.01.2014 14:26,Operator Update,TEAM0208,30.01.2014 10:13,2014-01-28
326718,326718,IM0031312,30.01.2014 10:13,Operator Update,TEAM0208,03.02.2014 13:00,2014-01-30
326719,326719,IM0031312,03.02.2014 13:00,Operator Update,TEAM0208,04.02.2014 15:46,2014-03-02
326720,326720,IM0031312,04.02.2014 15:46,Update,TEAM0208,18.02.2014 13:23,2014-04-02
326721,326721,IM0031312,18.02.2014 13:23,Operator Update,TEAM0208,25.02.2014 17:04,2014-02-18
326722,326722,IM0031312,25.02.2014 17:04,Operator Update,TEAM0208,28.02.2014 08:30,2014-02-25
326723,326723,IM0031312,28.02.2014 08:30,Closed,TEAM0208,28.02.2014 08:30,2014-02-28
326724,326724,IM0031312,28.02.2014 08:30,Caused By CI,TEAM0208,28.02.2014 08:40,2014-02-28
326725,326725,IM0031313,27.01.2014 11:33,Open,TEAM0008,27.01.2014 15:09,2014-01-27
326726,326726,IM0031313,27.01.2014 15:09,Status Change,TEAM0191,27.01.2014 15:09,2014-01-27
326727,326727,IM0031313,27.01.2014 15:09,Assignment,TEAM0191,27.01.2014 15:17,2014-01-27
326728,326728,IM0031313,27.01.2014 15:17,Operator Update,TEAM0191,27.01.2014 15:17,2014-01-27
326729,326729,IM0031313,27.01.2014 15:17,Status Change,TEAM0191,27.01.2014 15:17,2014-01-27
326730,326730,IM0031313,27.01.2014 15:17,Reassignment,TEAM0191,27.01.2014 15:17,2014-01-27
326731,326731,IM0031313,27.01.2014 15:17,Assignment,TEAM0191,27.01.2014 15:44,2014-01-27
326732,326732,IM0031313,27.01.2014 15:44,Assignment,TEAM0187,27.01.2014 16:50,2014-01-27
326733,326733,IM0031313,27.01.2014 16:50,Analysis/Research,TEAM0187,27.01.2014 17:26,2014-01-27
326734,326734,IM0031313,27.01.2014 17:26,Caused By CI,TEAM0187,27.01.2014 17:26,2014-01-27
326735,326735,IM0031313,27.01.2014 17:26,Closed,TEAM0187,27.01.2014 17:36,2014-01-27
326736,326736,IM0031314,27.01.2014 11:37,Open,TEAM0008,27.01.2014 11:47,2014-01-27
326737,326737,IM0031314,27.01.2014 11:47,Status Change,TEAM0039,27.01.2014 11:47,2014-01-27
326738,326738,IM0031314,27.01.2014 11:47,Assignment,TEAM0039,28.01.2014 08:19,2014-01-27
326739,326739,IM0031314,28.01.2014 08:19,Mail to Customer,TEAM0039,28.01.2014 08:20,2014-01-28
326740,326740,IM0031314,28.01.2014 08:20,Caused By CI,TEAM0039,28.01.2014 08:20,2014-01-28
326741,326741,IM0031314,28.01.2014 08:20,Closed,TEAM0039,28.01.2014 08:30,2014-01-28
326778,326778,IM0031321,27.01.2014 11:59,Open,TEAM0008,27.01.2014 13:51,2014-01-27
326779,326779,IM0031321,27.01.2014 13:51,Status Change,TEAM0007,27.01.2014 13:51,2014-01-27
326780,326780,IM0031321,27.01.2014 13:51,Assignment,TEAM0007,30.01.2014 11:14,2014-01-27
326781,326781,IM0031321,30.01.2014 11:14,Quality Indicator Fixed,TEAM0007,30.01.2014 11:14,2014-01-30
326782,326782,IM0031321,30.01.2014 11:14,Caused By CI,TEAM0007,30.01.2014 11:14,2014-01-30
326783,326783,IM0031321,30.01.2014 11:14,Closed,TEAM0007,30.01.2014 11:24,2014-01-30
326784,326784,IM0031322,27.01.2014 12:02,Open,TEAM0008,27.01.2014 13:54,2014-01-27
326785,326785,IM0031322,27.01.2014 13:54,Assignment,TEAM0007,30.01.2014 11:07,2014-01-27
326786,326786,IM0031322,30.01.2014 11:07,Status Change,TEAM0007,30.01.2014 11:14,2014-01-30
326787,326787,IM0031322,30.01.2014 11:14,Closed,TEAM0007,30.01.2014 11:14,2014-01-30
326788,326788,IM0031322,30.01.2014 11:14,Caused By CI,TEAM0007,30.01.2014 11:14,2014-01-30
326789,326789,IM0031322,30.01.2014 11:14,Quality Indicator Fixed,TEAM0007,30.01.2014 11:24,2014-01-30
326814,326814,IM0031328,27.01.2014 13:06,Open,TEAM0008,27.01.2014 13:18,2014-01-27
326815,326815,IM0031328,27.01.2014 13:18,Reassignment,TEAM0063,27.01.2014 13:18,2014-01-27
326816,326816,IM0031328,27.01.2014 13:18,Update,TEAM0063,27.01.2014 13:55,2014-01-27
326817,326817,IM0031328,27.01.2014 13:55,Assignment,TEAM0007,28.01.2014 14:29,2014-01-27
326818,326818,IM0031328,28.01.2014 14:29,Quality Indicator Fixed,TEAM0007,28.01.2014 14:29,2014-01-28
326819,326819,IM0031328,28.01.2014 14:29,Closed,TEAM0007,28.01.2014 14:29,2014-01-28
326820,326820,IM0031328,28.01.2014 14:29,Caused By CI,TEAM0007,28.01.2014 14:39,2014-01-28
326826,326826,IM0031330,27.01.2014 13:20,Open,TEAM0008,27.01.2014 14:23,2014-01-27
326827,326827,IM0031330,27.01.2014 14:23,Assignment,TEAM0191,27.01.2014 14:23,2014-01-27
326828,326828,IM0031330,27.01.2014 14:23,Status Change,TEAM0191,27.01.2014 14:51,2014-01-27
326829,326829,IM0031330,27.01.2014 14:51,Status Change,TEAM0191,27.01.2014 14:51,2014-01-27
326830,326830,IM0031330,27.01.2014 14:51,Assignment,TEAM0191,27.01.2014 14:51,2014-01-27
326831,326831,IM0031330,27.01.2014 14:51,Operator Update,TEAM0191,27.01.2014 14:51,2014-01-27
326832,326832,IM0031330,27.01.2014 14:51,Quality Indicator Fixed,TEAM0191,27.01.2014 14:51,2014-01-27
326833,326833,IM0031330,27.01.2014 14:51,Reassignment,TEAM0191,28.01.2014 07:22,2014-01-27
326834,326834,IM0031330,28.01.2014 07:22,Assignment,TEAM0197,28.01.2014 14:16,2014-01-28
326835,326835,IM0031330,28.01.2014 14:16,Assignment,TEAM0187,28.01.2014 14:16,2014-01-28
326836,326836,IM0031330,28.01.2014 14:16,Operator Update,TEAM0187,28.01.2014 14:16,2014-01-28
326837,326837,IM0031330,28.01.2014 14:16,Reassignment,TEAM0187,28.01.2014 15:10,2014-01-28
326838,326838,IM0031330,28.01.2014 15:10,Operator Update,TEAM0203,28.01.2014 15:10,2014-01-28
326839,326839,IM0031330,28.01.2014 15:10,Assignment,TEAM0203,28.01.2014 15:10,2014-01-28
326840,326840,IM0031330,28.01.2014 15:10,Reassignment,TEAM0203,30.01.2014 15:05,2014-01-28
326841,326841,IM0031330,30.01.2014 15:05,Closed,TEAM0187,30.01.2014 15:27,2014-01-30
326842,326842,IM0031330,30.01.2014 15:27,Reopen,TEAM0008,30.01.2014 15:27,2014-01-30
326843,326843,IM0031330,30.01.2014 15:27,Update,TEAM0008,30.01.2014 15:27,2014-01-30
326844,326844,IM0031330,30.01.2014 15:27,Assignment,TEAM0008,31.01.2014 07:42,2014-01-30
326845,326845,IM0031330,31.01.2014 07:42,Assignment,TEAM0197,31.01.2014 07:54,2014-01-31
326846,326846,IM0031330,31.01.2014 07:54,Update,TEAM0197,31.01.2014 07:54,2014-01-31
326847,326847,IM0031330,31.01.2014 07:54,Reassignment,TEAM0197,31.01.2014 07:54,2014-01-31
326848,326848,IM0031330,31.01.2014 07:54,Assignment,TEAM0197,31.01.2014 10:18,2014-01-31
326849,326849,IM0031330,31.01.2014 10:18,Assignment,TEAM0187,31.01.2014 13:06,2014-01-31
326850,326850,IM0031330,31.01.2014 13:06,Closed,TEAM0187,31.01.2014 13:16,2014-01-31
326851,326851,IM0031331,27.01.2014 13:20,Open,TEAM0008,27.01.2014 13:39,2014-01-27
326852,326852,IM0031331,27.01.2014 13:39,Assignment,TEAM0176,27.01.2014 13:39,2014-01-27
326853,326853,IM0031331,27.01.2014 13:39,Status Change,TEAM0176,27.01.2014 13:41,2014-01-27
326854,326854,IM0031331,27.01.2014 13:41,Operator Update,TEAM0176,27.01.2014 13:48,2014-01-27
326855,326855,IM0031331,27.01.2014 13:48,Status Change,TEAM0176,27.01.2014 13:48,2014-01-27
326856,326856,IM0031331,27.01.2014 13:48,Quality Indicator Set,TEAM0176,27.01.2014 13:48,2014-01-27
326857,326857,IM0031331,27.01.2014 13:48,Operator Update,TEAM0176,27.01.2014 13:48,2014-01-27
326858,326858,IM0031331,27.01.2014 13:48,Operator Update,TEAM0176,27.01.2014 13:59,2014-01-27
326859,326859,IM0031331,27.01.2014 13:59,Operator Update,TEAM0176,27.01.2014 14:08,2014-01-27
326860,326860,IM0031331,27.01.2014 14:08,Communication with customer,TEAM0008,27.01.2014 14:08,2014-01-27
326861,326861,IM0031331,27.01.2014 14:08,Status Change,TEAM0008,27.01.2014 14:08,2014-01-27
326862,326862,IM0031331,27.01.2014 14:08,Assignment,TEAM0008,27.01.2014 14:10,2014-01-27
326863,326863,IM0031331,27.01.2014 14:10,Assignment,TEAM0176,27.01.2014 14:10,2014-01-27
326864,326864,IM0031331,27.01.2014 14:10,Status Change,TEAM0176,27.01.2014 14:20,2014-01-27
326865,326865,IM0031331,27.01.2014 14:20,Operator Update,TEAM0176,27.01.2014 14:26,2014-01-27
326866,326866,IM0031331,27.01.2014 14:26,Operator Update,TEAM0176,27.01.2014 14:43,2014-01-27
326867,326867,IM0031331,27.01.2014 14:43,Quality Indicator Fixed,TEAM0176,27.01.2014 14:43,2014-01-27
326868,326868,IM0031331,27.01.2014 14:43,Reassignment,TEAM0176,27.01.2014 14:43,2014-01-27
326869,326869,IM0031331,27.01.2014 14:43,Assignment,TEAM0176,27.01.2014 14:43,2014-01-27
326870,326870,IM0031331,27.01.2014 14:43,Operator Update,TEAM0176,27.01.2014 14:43,2014-01-27
326871,326871,IM0031331,27.01.2014 14:43,Status Change,TEAM0176,27.01.2014 14:43,2014-01-27
326872,326872,IM0031331,27.01.2014 14:43,External Vendor Assignment,TEAM0176,27.01.2014 15:34,2014-01-27
326873,326873,IM0031331,27.01.2014 15:34,Assignment,TEAM0070,27.01.2014 15:34,2014-01-27
326874,326874,IM0031331,27.01.2014 15:34,Reassignment,TEAM0070,27.01.2014 15:34,2014-01-27
326875,326875,IM0031331,27.01.2014 15:34,Operator Update,TEAM0070,27.01.2014 16:40,2014-01-27
326876,326876,IM0031331,27.01.2014 16:40,Reassignment,TEAM0176,27.01.2014 16:40,2014-01-27
326877,326877,IM0031331,27.01.2014 16:40,Assignment,TEAM0176,27.01.2014 16:40,2014-01-27
326878,326878,IM0031331,27.01.2014 16:40,Operator Update,TEAM0176,28.01.2014 07:32,2014-01-27
326879,326879,IM0031331,28.01.2014 07:32,Analysis/Research,TEAM0071,28.01.2014 07:32,2014-01-28
326880,326880,IM0031331,28.01.2014 07:32,Reassignment,TEAM0071,28.01.2014 07:32,2014-01-28
326881,326881,IM0031331,28.01.2014 07:32,Assignment,TEAM0071,28.01.2014 09:48,2014-01-28
326882,326882,IM0031331,28.01.2014 09:48,Caused By CI,TEAM0176,28.01.2014 09:48,2014-01-28
326883,326883,IM0031331,28.01.2014 09:48,Closed,TEAM0176,28.01.2014 09:58,2014-01-28
326941,326941,IM0031341,27.01.2014 14:02,Open,TEAM0008,28.01.2014 09:21,2014-01-27
326942,326942,IM0031341,28.01.2014 09:21,Assignment,TEAM0039,28.01.2014 09:41,2014-01-28
326943,326943,IM0031341,28.01.2014 09:41,Quality Indicator Set,TEAM0039,28.01.2014 09:41,2014-01-28
326944,326944,IM0031341,28.01.2014 09:41,Operator Update,TEAM0039,28.01.2014 09:44,2014-01-28
326945,326945,IM0031341,28.01.2014 09:44,Mail to Customer,TEAM0039,28.01.2014 09:44,2014-01-28
326946,326946,IM0031341,28.01.2014 09:44,Quality Indicator Fixed,TEAM0039,28.01.2014 09:44,2014-01-28
326947,326947,IM0031341,28.01.2014 09:44,Closed,TEAM0039,28.01.2014 09:54,2014-01-28
326948,326948,IM0031342,27.01.2014 14:03,Open,TEAM0199,30.01.2014 08:50,2014-01-27
326949,326949,IM0031342,30.01.2014 08:50,Status Change,TEAM0039,30.01.2014 08:50,2014-01-30
326950,326950,IM0031342,30.01.2014 08:50,Assignment,TEAM0039,30.01.2014 10:32,2014-01-30
326951,326951,IM0031342,30.01.2014 10:32,Mail to Customer,TEAM0039,30.01.2014 10:33,2014-01-30
326952,326952,IM0031342,30.01.2014 10:33,Closed,TEAM0039,30.01.2014 10:43,2014-01-30
327004,327004,IM0031347,27.01.2014 14:28,Open,TEAM0018,27.01.2014 14:30,2014-01-27
327005,327005,IM0031347,27.01.2014 14:30,Reassignment,TEAM0018,27.01.2014 14:30,2014-01-27
327006,327006,IM0031347,27.01.2014 14:30,Update,TEAM0018,27.01.2014 17:04,2014-01-27
327007,327007,IM0031347,27.01.2014 17:04,Assignment,TEAM0017,28.01.2014 11:46,2014-01-27
327008,327008,IM0031347,28.01.2014 11:46,Assignment,TEAM0019,28.01.2014 11:46,2014-01-28
327009,327009,IM0031347,28.01.2014 11:46,Update,TEAM0019,28.01.2014 11:46,2014-01-28
327010,327010,IM0031347,28.01.2014 11:46,Reassignment,TEAM0019,28.01.2014 12:05,2014-01-28
327011,327011,IM0031347,28.01.2014 12:05,Assignment,TEAM0018,29.01.2014 11:21,2014-01-28
327012,327012,IM0031347,29.01.2014 11:21,Closed,TEAM0018,29.01.2014 11:31,2014-01-29
327022,327022,IM0031351,27.01.2014 14:35,Open,TEAM0123,27.01.2014 14:35,2014-01-27
327023,327023,IM0031351,27.01.2014 14:35,Reassignment,TEAM0123,27.01.2014 16:31,2014-01-27
327024,327024,IM0031351,27.01.2014 16:31,Assignment,TEAM0017,28.01.2014 08:46,2014-01-27
327025,327025,IM0031351,28.01.2014 08:46,Closed,TEAM0123,28.01.2014 08:46,2014-01-28
327026,327026,IM0031351,28.01.2014 08:46,Caused By CI,TEAM0123,28.01.2014 08:56,2014-01-28
327035,327035,IM0031353,27.01.2014 11:15,Open,TEAM0008,27.01.2014 15:20,2014-01-27
327036,327036,IM0031353,27.01.2014 15:20,Assignment,TEAM0197,27.01.2014 15:45,2014-01-27
327037,327037,IM0031353,27.01.2014 15:45,Operator Update,TEAM0197,27.01.2014 15:45,2014-01-27
327038,327038,IM0031353,27.01.2014 15:45,Closed,TEAM0197,27.01.2014 15:55,2014-01-27
327062,327062,IM0031360,27.01.2014 11:33,Open,TEAM0008,27.01.2014 12:16,2014-01-27
327063,327063,IM0031360,27.01.2014 12:16,Assignment,TEAM0176,27.01.2014 12:38,2014-01-27
327064,327064,IM0031360,27.01.2014 12:38,Assignment,TEAM0176,27.01.2014 12:38,2014-01-27
327065,327065,IM0031360,27.01.2014 12:38,Update,TEAM0176,27.01.2014 12:38,2014-01-27
327066,327066,IM0031360,27.01.2014 12:38,Reassignment,TEAM0176,28.01.2014 16:50,2014-01-27
327067,327067,IM0031360,28.01.2014 16:50,External Vendor Assignment,TEAM0176,28.01.2014 16:50,2014-01-28
327068,327068,IM0031360,28.01.2014 16:50,Status Change,TEAM0176,29.01.2014 14:53,2014-01-28
327069,327069,IM0031360,29.01.2014 14:53,Reassignment,TEAM0070,29.01.2014 14:53,2014-01-29
327070,327070,IM0031360,29.01.2014 14:53,Operator Update,TEAM0070,29.01.2014 14:53,2014-01-29
327071,327071,IM0031360,29.01.2014 14:53,Assignment,TEAM0070,29.01.2014 15:24,2014-01-29
327072,327072,IM0031360,29.01.2014 15:24,Assignment,TEAM0176,29.01.2014 15:24,2014-01-29
327073,327073,IM0031360,29.01.2014 15:24,Reassignment,TEAM0176,29.01.2014 15:24,2014-01-29
327074,327074,IM0031360,29.01.2014 15:24,Operator Update,TEAM0176,29.01.2014 15:30,2014-01-29
327075,327075,IM0031360,29.01.2014 15:30,Reassignment,TEAM0070,29.01.2014 15:30,2014-01-29
327076,327076,IM0031360,29.01.2014 15:30,Operator Update,TEAM0070,29.01.2014 15:30,2014-01-29
